0|0|328
05|328|1
08|329|1
1|330|577
10|907|312
1011|1219|1
1012|1220|5
1013|1225|3
1014|1228|3
1015|1231|8
1017|1239|1
1018|1240|3
1020|1243|10
1022|1253|1
1025|1254|9
1027|1263|1
1030|1264|9
1031|1273|1
1034|1274|1
1035|1275|5
1040|1280|2
1057|1282|1
11|1283|136
110|1419|2
1112|1421|1
1114|1422|1
1116|1423|1
1117|1424|1
1118|1425|1
112|1426|1
1121|1427|1
1122|1428|1
1125|1429|2
1135|1431|1
1140|1432|1
12|1433|194
120|1627|1
1214|1628|2
1215|1630|3
1217|1633|2
1218|1635|3
1220|1638|2
1221|1640|2
1222|1642|2
1225|1644|1
1226|1645|2
1230|1647|3
1235|1650|1
127|1651|1
13|1652|115
1314|1767|1
1315|1768|2
1316|1770|1
1318|1771|2
1320|1773|2
1321|1775|1
1328|1776|1
1330|1777|3
1335|1780|1
14|1781|94
1417|1875|1
1418|1876|1
1419|1877|1
1420|1878|2
1421|1880|1
1422|1881|1
1427|1882|1
1438|1883|1
1450|1884|1
15|1885|214
150|2099|2
1517|2101|1
1520|2102|3
1522|2105|2
1523|2107|1
1524|2108|1
1525|2109|4
1526|2113|1
1530|2114|4
1535|2118|5
1540|2123|5
155|2128|1
1550|2129|1
16|2130|72
1620|2202|1
1623|2203|1
1625|2204|1
1632|2205|1
1636|2206|1
1640|2207|1
1648|2208|1
169|2209|1
17|2210|56
170|2266|1
18|2267|78
181|2345|1
1825|2346|1
1835|2347|1
19|2348|39
1933|2387|1
1999|2388|2
2|2390|543
20|2933|146
200|3079|1
200300|3080|1
2025|3081|2
2028|3083|1
2030|3084|2
2032|3086|1
2040|3087|4
2043|3091|1
2045|3092|1
2050|3093|1
21|3094|35
210|3129|12
212|3141|8
2135|3149|1
215|3150|2
218|3152|1
219|3153|1
22|3154|49
220|3203|1
225|3204|1
23|3205|46
232|3251|1
24|3252|53
2430|3305|2
2433|3307|2
2440|3309|1
2453|3310|1
25|3311|121
2530|3432|1
2532|3433|1
2535|3434|1
2545|3435|2
2560|3437|1
26|3438|41
27|3479|36
2770|3515|1
28|3516|22
29|3538|6
295|3544|1
3|3545|504
30|4049|111
3040|4160|2
3050|4162|1
3060|4163|2
31|4165|9
310|4174|15
311|4189|4
312|4193|4
313|4197|2
314|4199|2
315|4201|7
316|4208|2
318|4210|1
319|4211|1
32|4212|17
320|4229|1
322|4230|1
33|4231|15
34|4246|31
35|4277|89
3540|4366|1
36|4367|20
37|4387|20
38|4407|14
39|4421|7
4|4428|440
40|4868|44
4060|4912|1
41|4913|4
410|4917|13
411|4930|1
412|4931|4
413|4935|5
414|4940|3
415|4943|6
416|4949|4
418|4953|4
42|4957|4
420|4961|2
426|4963|2
43|4965|4
44|4969|5
45|4974|37
46|5011|24
47|5035|13
48|5048|15
4865|5063|1
49|5064|6
5|5070|601
50|5671|30
500|5701|1
51|5702|10
510|5712|20
511|5732|13
512|5745|10
513|5755|9
514|5764|7
515|5771|14
516|5785|4
517|5789|7
518|5796|3
519|5799|3
52|5802|24
520|5826|6
521|5832|1
522|5833|3
523|5836|2
525|5838|4
527|5842|1
529|5843|1
53|5844|25
530|5869|2
54|5871|16
55|5887|18
56|5905|19
57|5924|31
58|5955|19
59|5974|12
6|5986|384
60|6370|11
600|6381|1
61|6382|5
610|6387|5
611|6392|4
612|6396|4
613|6400|4
614|6404|1
615|6405|3
616|6408|4
617|6412|2
62|6414|5
620|6419|5
623|6424|1
624|6425|1
625|6426|4
63|6430|1
630|6431|3
634|6434|1
64|6435|3
640|6438|1
65|6439|3
66|6442|1
67|6443|5
68|6448|10
69|6458|7
6x|6465|1
7|6466|327
70|6793|4
71|6797|4
710|6801|13
711|6814|4
712|6818|4
713|6822|2
714|6824|1
715|6825|9
717|6834|1
718|6835|2
719|6837|1
72|6838|2
720|6840|4
721|6844|1
722|6845|2
724|6847|1
725|6848|2
728|6850|1
73|6851|6
730|6857|2
735|6859|1
74|6860|2
75|6862|4
76|6866|2
77|6868|1
78|6869|5
79|6874|10
8|6884|394
80|7278|2
800|7280|2
81|7282|8
810|7290|5
811|7295|3
812|7298|6
813|7304|1
814|7305|3
815|7308|6
816|7314|4
818|7318|1
82|7319|11
820|7330|6
822|7336|1
823|7337|1
824|7338|1
825|7339|5
827|7344|1
828|7345|1
83|7346|7
830|7353|2
835|7355|4
84|7359|2
85|7361|5
86|7366|1
87|7367|1
88|7368|1
9|7369|217
90|7586|2
910|7588|3
911|7591|1
912|7592|8
913|7600|3
915|7603|2
917|7605|2
918|7607|2
919|7609|1
92|7610|4
920|7614|3
924|7617|2
925|7619|1
93|7620|2
931|7622|1
96|7623|1
99|7624|1
abajo|7625|2
abatia|7627|1
abaxiales|7628|2
abaxialmente|7630|3
abayado|7633|3
abayados|7636|1
abertura|7637|1
abiertamente|7638|5
abiertas|7643|12
abierto|7655|1
abiertos|7656|1
abol|7657|1
aborcion|7658|1
aborto|7659|1
abren|7660|3
abriendose|7663|11
abrirse|7674|1
abruptamente|7675|17
abrupto|7692|28
abruptoacuminado|7720|4
abultados|7724|2
abultamientos|7726|1
abundante|7727|14
abundantes|7741|4
acalypha|7745|1
acanalado|7746|4
acanalados|7750|7
aceite|7757|1
aceitosas|7758|1
achatadas|7759|1
acostilladas|7760|1
acostillado|7761|3
acrescente|7764|1
acrescentes|7765|4
actinomorfas|7769|17
actinostemon|7786|1
acuatica|7787|6
acuaticas|7793|6
aculeata|7799|1
acumen|7800|7
acuminada|7807|78
acuminadas|7885|39
acuminado|7924|270
acuminaldo|8194|1
acuminatus|8195|1
acuosa|8196|6
acuosoamarillenta|8202|1
adaxial|8203|1
adaxiales|8204|1
adaxialmente|8205|1
adelia|8206|1
adheridas|8207|5
adnadas|8212|1
adnatos|8213|6
adpresa|8219|2
adpreso|8221|60
adpresopuberulentas|8281|3
adpresopubescente|8284|3
adpresopubescentes|8287|2
adpresos|8289|8
adultas|8297|1
adultos|8298|4
adyacentes|8302|1
affinis|8303|1
